"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10"
"Berlin, NH",687,131000,129900,129700,127400,134500,138350,130250,133900,130000,129900,129900,129900,130000,127400,136900,135000,139900,139500,139000,134900,134900,139000,139900,138500,139900,139900,139900,138750,139900,139900,139900,136400,139000,139900,139900,139900,144500,149700,149900,149700,144900,149900,149700,149800,149000,148000,139900,139950,137250,138250,135900,134200,129950,129900,129945,130000,129900,129000,129900,129990,129000,129000,129000,125000,133650,129995,129900,129900,129900,129900,129900,129000,125000,125000,129000,129900,134000,134900,135000,135000,134900,135000,134900,129900,129250,129000,125000,127000,129250,129900,129250,129000,129900,129000
"Lock Haven, PA",688,124000,119000,119500,119250,124900,124900,123400,119900,123400,124900,122700,116700,122900,115250,124950,134900,129000,132500,132000,129949.5,125000,125000,126900,125000,124900,126900,126000,125000,128950,129450,135000,134250,138900,129900,138700,129900,129900,119900,129900,129900,126000,138200,139900,138700,132000,130000,129900,130000,133450,139900,139900,139900,151950,150000,149000,150000,145900,139900,139900,134900,137500,138450,137900,134900,141087.5,139900,139900,139950,139900,139900,139900,144900,142400,145000,145000,145000,150000,144900,144450,139900,139900,139900,139900,139450,139900,144700,139900,147700,156750,154900,155000,149500,144900,150000
"Sikeston, MO",689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,89900,89700,86500,86000,88750,90000,89900,87750,89250,93450,89999,94900,98000,101500,98450,96500,99900,97900,102500,93900,99900,97900,101400,109900,104900,109000,105000,96250,99900,104900,107000,107000,114950,115000,114900,108000,110000,110000,112000,109000,110000,115500,112000,109900,110000,114900,114900,114950,105000,109900,105000,108000,108000,109950,102200,105000,99949.5,102500,104113.5,109000,104900,101964,108342.5,114950,118500
"Austin, MN",690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101450,109900,109900,112900,109900,106900,109900,99900,92600,90000,94900,99900,1e+05,114900,117950,114500,105000,99900
"Labelle, FL",691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,149000,143500,136700,130750,129450,139950,139900,139900,144900,150000,162500,167450,169999,165000,165000,169900,169900,169950,169900,174900,177700,174900,164950,164950,164900,155000
"Pittsburg, KS",692,79900,79900,84900,79900,84470,88400,79500,89250,87900,84500,87900,79950,75000,74900,74900,70000,74700,78750,84900,84900,83247.5,75000,74950,78200,83995,87500,83500,88000,89900,87500,79900,79900,84000,78500,84000,79900,79900,79200,75000,75000,77500,77000,84900,87250,89900,86750,89900,89900,81950,80000,85000,84500,89900,89900,92000,88000,89900,89900,89900,89900,89900,89900,90950,88900,93000,95000,94500,89500,84250,85000,85000,83900,79000,79750,79750,84900,84000,82500,89900,85000,82500,80000,74900,73000,73950,75250,79750,79950,80000,80000,84500,84950,85000,80700
"Scottsbluff, NE",693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127000,128250,127000,120000,118450,124900,125000,127450,122500,127900,129900,141100,139900,139900,135000,129900,139000,139000,139900,139900,139900,139900,138900,139900,141000,140000,139900,139500,135450,135000,133950,138750,137000,129400,139100,140850,148250,155000,145000,146000,139700,138950,140000,144900,149700,157250,149500,155500,162000,156250,176500,169995,175000,169995,159900
"Logansport, IN",694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69900,66900,69000,68250,69500,69000,69000,62000,60900,64000,59900,59900,64900,65450,64900,59900,65950,63250,59900,59900,62500,60700,64900,69000,69900,69900,76900,74750,74950,69900
"Pontiac, IL",695,104450,99900,112900,116450,117000,104397,104397,104415,114450,104400,96000,92450,99900,95000,99900,114900,119250,119000,119000,114900,117000,104500,105000,99900,114900,114900,104450,99900,107450,113500,114200,1e+05,104900,98000,97500,94900,94900,1e+05,96250,95000,99000,99900,98000,99900,96250,94950,90000,89900,84900,85900,89900,89900,89500,89900,89000,88900,86950,89900,85000,84900,84950,89000,84500,85000,86000,93900,92500,90250,89900,89000,86450,85900,89000,89000,89900,89800,91500,90105,91052.5,94000,92900,92000,94700,92900,93000,89950,90000,99700,1e+05,99900,99700,95000,99500,94900
"Hannibal, MO",696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148450,147500,144500,139900,139900,136000,134950,137000,125000,119500,125792.5,119000,124500,123200,124500,122500,129900,129450,125000
"Mount Vernon, IL",697,110000,104000,104450,111700,112750,110450,103950,104950,99900,99000,98700,99000,99000,104200,110950,119900,115000,108450,109900,99900,94900,94950,94700,89900,98500,102249.5,98500,92900,99900,108750,102400,98500,99900,94900,93000,93000,96250,104900,106200,114200,114900,119000,115000,111000,114900,109500,99700,97000,95000,99500,99900,114500,117600,115450,115450,116700,115400,114450,110450,112500,105000,1e+05,109000,102300,110900,117400,115000,118500,117400,117000,113700,109000,101950,106250,106500,99900,99900,104500,110000,107500,104900,1e+05,109450,105000,106600,105000,99500,107500,114500,113900,114200,110000,114900,110000
"Union City, TN",698,109000,110000,112500,109250,114900,102450,99900,99000,99900,89900,97000,89500,94500,98500,98000,104500,99900,97950,99000,96500,99250,84900,80000,84900,80000,79900,78000,74750,78000,75000,74500,79500,75000,79450,79750,80000,80000,82500,82500,85000,85000,85000,89900,89900,92750,91200,91200,93450,89900,84900,83700,89900,89900,89900,89900,89037,86000,86450,89950,87500,85000,85900,85000,89000,89500,90000,84450,89200,89900,89700,85000,78200,85000,89700,90000,84700,89700,89500,97900,99500,99500,97900,99500,98300,96525,94325,99900,109950,99999,107500,109000,99999,99900,104900
"Sault Sainte Marie, MI",699,128500,129000,119000,114900,110500,109000,110500,109450,112000,99900,94000,99450,97000,99900,109900,109450,112000,115000,113250,118000,119900,129900,129900,119900,124000,125000,125000,129200,123750,112000,119900,119000,109000,89900,89900,85000,98500,96450,98500,99500,99500,110000,108000,102500,105000,99900,99950,109950,110000,103500,110000,110000,114900,110000,103000,105500,105000,1e+05,1e+05,98500,99500,104000,99900,112900,120000,125000,124900,115000,109950,114900,110000,109900,109900,111500,109900,108500,114900,115000,110000,114900,114900,110000,110000,106500,110000,109950,110000,114900,115000,117950,119900,119000,120000,123500
"Vincennes, IN",700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92200,87500,89900,92600,86400,75000,78500,74900,79900,79900,79900,77950,81400,79900,76450,74900,69900
"Gainesville, TX",701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235000,235000,237000,225000,227000,212750,204650,198250,209500,212500,199000,219000,229900,245484.5,249700,249500,242400,239500,249500,245000,242000,239000,239500,250000,263312.5,268000,263312.5,250000,252500,249750,246250,238000,234750,239500,219250,237900,234500,242700,250000,260000,270000,275000,277450,295450,295900,286750,275000,276750,264000,289000,289450,299000,275000,295000,289000,287495
"Dyersburg, TN",702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129250,139900,131400,124950,132900,132900,132400,129900,119900,119900,126500,122450,123250,118900,115000,114900,114900,127400,137500,139900,138900,135000,135450,129900,123900,114500,114900,119450,114900,119950,115000,114500,121500,129700,134250,130000,124950,129900,125000,129900,129700,132900,129949.5,129950,122900,116900,117700,114900
"Kill Devil Hills, NC",703,387500,380000,375000,362900,359900,355000,350000,356350,359000,359000,349900,349000,349000,329950,349900,349950,349900,350000,350000,349000,348500,339000,335000,334000,333500,338000,334000,339000,309949.5,314500,313000,310000,314250,324900,349000,349000,349000,344900,349000,349000,348000,355000,349000,349000,345000,339900,335000,334950,344900,349000,349000,345000,344500,339900,339000,339000,340000,340000,349000,348100,342500,349000,345000,349000,349000,350000,355200,365000,369000,359900,368750,366250,369000,384500,368000,374900,379500,382500,393500,395000,399000,399000,399000,399000,399000,399900,399900,399900,415000,409900,409000,404500,415000,409500
"Crawfordsville, IN",704,108000,109900,108000,108000,108000,107250,107500,107700,99900,106900,108450,105000,99900,104000,104900,109000,109000,109000,107000,102249.5,105500,99900,97450,92500,89700,90450,87700,89200,89500,89900,89900,84900,88450,84900,90250,90000,94900,94500,94900,95500,94950,97250,99900,99900,97500,99000,99900,99900,104900,102450,109900,114900,114900,109950,112000,105000,104000,95000,95000,98200,94950,89900,96250,99999,107600,114500,110000,104900,99000,97500,98075,91350,89900,89900,95000,99900,107900,113450,109900,115000,115000,114900,113900,109900,104900,104900,106592.5,117000,115900,120000,127450,119900,122450,126200
"Brownwood, TX",705,,,,,,,,,,,,,,,,,,,119925,129700,129250,119900,119700,119000,109500,109900,109000,108250,108000,108250,107200,104500,104700,99800,98200,97250,97700,105500,110000,119000,118500,119000,119900,122000,125000,131750,130000,135000,130000,128750,129000,129500,133000,129900,132090,127450,130000,138500,130000,127000,130000,133000,137000,135000,135000,139900,139900,139900,135000,139000,139000,138750,130000,129250,134900,134850,139900,144900,144950,138500,135000,130700,138000,136000,134499,135000,139900,142950,145000,146250,149500,149600,149500,142000
"Fort Dodge, IA",706,,,119900,111950,98500,91200,92500,82500,82700,79900,79500,75000,76450,74900,74900,73750,74700,73250,69500,69900,69900,69900,69250,69000,69900,73500,74500,69900,65000,68450,70900,75950,68500,68950,71950,74500,75900,74900,74900,74900,74250,69900,69900,69900,68900,69900,69000,68900,71900,74700,74700,74500,78900,79900,84700,80999.5,79900,82000,83500,79900,82500,82500,85500,89200,89950,87500,89900,89900,94500,92500,89500,88450,92900,99000,89500,99950,97500,93500,104500,104500,115000,99900,92900,92200,92200,89900,84900,88750,89900,94900,95400,99500,90000,99250
"Stephenville, TX",707,175000,184500,169900,169900,167000,165000,159250,169000,174950,169900,169900,165000,162900,162000,159900,156200,169900,175000,166000,169700,159900,159900,159900,159500,165000,165000,168000,159000,164749.5,169860,175000,165950,156000,159000,164950,164000,165000,175000,169950,178450,178900,180000,181000,179900,179000,179000,180000,189000,183750,189000,172450,168700,179450,174450,179450,179000,196875,199500,199000,195000,199250,199250,189900,195900,199900,199000,225000,219000,215000,228200,220900,219400,230000,220750,229250,209200,210000,210000,209200,196300,199500,199000,194000,199000,193000,206750,2e+05,220000,234500,235000,248900,237450,210000,229000
"Americus, GA",708,,,,,,,,,,,,,,,,,,,,,,,,,,124900,124700,124900,129900,117200,117200,109900,114900,119900,129500,126900,127000,129250,128250,129000,124500,119900,119900,120950,119450,124900,124900,124950,119700,121950,119900,124450,124900,119000,118950,119450,119000,119000,118000,114450,115000,119250,121000,124900,125000,125000,116950,119950,119900,121900,120000,119700,119900,119500,119900,124900,121250,119900,119900,119900,122400,119950,118450,117100,119900,124900,117000,119900,120400,124900,124900,119900,119500,112000
"Easton, MD",709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414450,425000,398500,419990,4e+05,389000,419495,399500,425000,417450,415000,408725,398500,413725,399000,399900,395000,398000,399900,382500,375000,379900,399250,379900,399900,404945,399500,399945,399000,415000,395000,375000,369000,399000,432450,449000,439995,434900,429000,449000,449900,449950,449000,435000,455000,447000,446000,450000,474900,477000,482500,492400,489900
"North Platte, NE",710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134000,135000,122450,115000,110000,110000,110000,110000,112000,120000,115000,119500,133500,136000,139950,139900,127450,129900,125000,117950,119900,123950,134999,135750,145500,138200,134000,139900,139500,134950,137500,140000,149950,139000,149000,149000,160950,163500,164450,165750,150000,150000,142900,155000,154950,169900,168750,159900,164950,168500,169900,165000,159900,151500,149400
"Newberry, SC",711,159900,163900,150000,164200,150000,149700,162000,161000,169900,159900,159900,159900,159700,159000,159500,152200,169000,169000,169000,165000,149900,159950,155000,129900,117700,114950,129900,129000,125900,129900,141175.5,149900,145000,149000,145000,152450,146900,144750,150000,159499.5,159000,169700,169950,172500,179890,171247.5,164950,169000,169000,168000,168000,165000,165000,159900,148450,150000,149250,152900,159250,149875,159700,156200,159900,159900,169900,169900,172450,177000,174900,165000,159900,165000,159900,164450,177500,170000,170000,169000,169000,159900,162000,150000,150000,146500,139450,146500,139000,150000,154500,169900,170000,174950,179900,172500
"Ada, OK",712,139900,139900,147500,149000,141000,139900,144900,143000,137950,135000,139200,134450,134900,129250,135000,128000,129450,128750,133700,129700,125000,125000,129700,124750,129000,123000,119900,119900,114700,120000,124900,124900,124900,119900,124950,125000,127500,127900,127700,129000,124900,129700,129900,125000,123900,125000,119900,117000,119900,120000,122500,135000,138500,134900,132900,122950,118925,115000,115950,120000,120000,120000,126000,130000,129900,144000,145000,149900,156000,141500,144200,143500,139000,139900,149500,138756,134750,139900,139500,135000,143900,137000,139900,145000,145000,149250,149900,152000,159500,154700,152500,145000,145000,149000
"Moscow, ID",713,218000,221500,209450,208000,208500,206450,212500,207900,2e+05,204950,197450,192900,178500,174900,187000,189450,196000,195000,185500,189700,188500,185000,179000,162400,158700,165000,178900,186100,193000,199000,174900,192000,182400,179900,199000,198500,199000,216000,229500,230750,229250,219900,229000,219000,225000,219500,215000,217250,215000,212500,219500,220000,225000,219945,219500,219250,224900,236700,221950,219900,217250,211250,210000,218500,213250,204450,204000,209000,218000,212000,210000,219000,192000,204945,209495,218900,219450,225000,209500,205000,215900,212450,191950,189000,215000,196500,217000,239750,247000,247750,246250,242000,259000,239900
"Safford, AZ",714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144900,149000,149950,150000,149000,159900,154950,159900,161000,165950,169000,168995,168995,164950,164950,164950,162000,165000,165000,163700,169900,169900,168450,165000,163700,162500,165000,162500,164900,159900,159000,159900,160000,159000,152000,155000,151239,155000,155450,159000,160000,160000,160000,160000,160000,165000,165000,167500
"Murray, KY",715,176750,173821,171871,175200,173821,174950,175000,175000,174500,159900,159000,159000,159900,154950,159921,164950,168000,169900,169900,169900,175000,165000,160950,169900,168096,165000,169000,173450,169900,169999,169900,167250,150000,148450,145900,129900,129250,135500,139900,149000,155000,155450,155900,159000,165900,159000,159000,159900,152500,151000,154900,155000,164900,169000,162000,172500,174900,164900,172500,173250,174900,167900,178000,168750,165000,165000,165000,169000,165000,169900,165000,165000,162250,162000,168250,169000,169900,167750,164700,164900,165000,165000,159900,159900,160950,167900,169900,169900,181550,184900,199900,182250,184900,179000
"Town of Bennington, VT",716,340000,349500,339000,329900,339000,342450,342450,339000,349000,330000,347450,349000,334900,332450,329000,319000,339000,349000,349000,349000,349900,339000,339000,339000,325000,319000,310000,309900,306750,315000,299000,295000,295000,295000,295000,289000,289000,289000,289000,289000,279900,285000,295000,289000,289450,285000,285000,274500,279000,279000,275000,275000,282500,289900,289000,279000,269900,269000,269000,269000,269450,279000,275000,275000,269900,274000,277000,269900,269000,275000,279900,281700,279900,279000,274900,269000,279000,279000,285000,279250,292706.5,294000,299000,299838.5,299000,299000,299000,299900,299000,299000,299000,299900,299000,315000
"Huntington, IN",717,85450,88900,89900,86000,84900,84900,80000,78500,76500,76500,79900,68950,66900,65900,72000,69900,69900,70900,69950,76900,79900,77700,77500,74900,74900,69900,69927.5,69900,62000,69900,69900,69900,68500,69900,77700,77200,79900,79900,82250,89200,89900,84900,83700,83950,84900,92400,93900,82500,79927.5,80727.5,85000,89900,92400,96500,97500,99500,99500,94850,93900,99700,92700,89900,89900,89900,89950,89500,89900,89900,89900,83700,79900,79900,77250,79450,79450,79900,81700,82300,76400,79800,79900,79900,79500,77500,79900,79900,80000,89950,89900,85900,94500,99900,108900,109900
"Mayfield, KY",718,,,,,,,,,,,99000,94700,89250,91200,89900,89900,86500,84900,87250,89900,95700,95900,95900,95950,98500,95900,99900,99900,99900,104950,105000,110000,109900,109900,106450,99900,99000,99000,99000,104900,109900,110000,109900,110000,109900,109900,107000,99900,99000,108500,113900,112000,112000,110000,119900,119000,111000,115000,104450,99950,95400,94900,99700,104250,109450,109900,119375,119900,130900,129900,119900,110000,115950,119500,113700,109000,109000,107450,110000,119900,124900,124900,124900,120000,123500,134900,130000,136900,139000,129900,133250,129450,115900,117000
"Canton, IL",719,79400,78200,75400,74200,72750,75000,79900,81000,79900,79900,84900,79000,79000,78250,79000,79900,86500,89900,86650,84900,82500,84450,79949.5,79900,80000,75000,76750,78500,79900,84900,81000,84900,84900,79900,75000,75000,71900,72900,72900,75000,76900,80900,83700,84200,89900,84900,79900,79900,79900,79900,75000,79900,79900,81900,79900,79900,79900,79900,76900,74900,76900,76900,78750,78000,79900,84900,77500,79900,79900,79700,80900,77450,74900,74900,74900,73900,74900,82900,79900,79900,76000,78900,79900,79900,79900,84900,85950,82500,83500,84900,80900,79450,75000,79000
"Escanaba, MI",719,113700,116950,128200,123000,126500,114900,114900,116000,110000,113900,105000,95000,95000,95000,97000,105000,109226,108500,114950,109250,113900,115000,109500,109500,115000,104947.5,99900,105000,105000,109500,115000,115000,115500,108500,106000,106000,102450,92000,98250,103900,102900,106450,108000,99950,106500,99900,99000,99000,99900,109000,97900,102475,109900,99950,109000,109000,102400,99500,99700,109900,106450,108500,115000,125000,129000,129900,122450,129000,131000,130000,123000,119000,118500,114500,115450,115000,122500,124500,124500,115000,117000,119900,115000,115000,115000,119900,123950,119900,119000,115000,119000,117000,119000,122450
"Corinth, MS",721,,,,,,,,,,,,,,,,,,157375,159900,159900,161200,149900,134900,132500,129900,140000,144900,144900,140000,139900,127750,123400,128500,135500,129900,125000,124450,123450,134900,135000,135500,139900,139900,139900,138000,139949.5,135900,142000,135000,132750,138750,147450,147450,149900,149900,140950,139900,139900,143500,143700,157250,166500,152000,159900,149500,149900,150450,143750,149900,150000,137450,149000,132500,139500,145450,142900,142900,149000,149000,149000,145000,148500,146500,146000,148000,145000,144900,139000,134875,149900,150000,152000,164900,159000
"Astoria, OR",722,299000,295900,287000,278000,278000,279000,279950,289900,279950,285000,279000,269925,260000,265000,274900,265000,265000,259000,259799,266000,273500,269950,264950,259000,250500,249650,250000,259250,259000,269000,269900,274950,275000,279000,289000,279000,285000,285000,285000,279250,284500,285000,287500,279000,283750,285000,285000,289000,279900,289000,295000,299000,289000,289000,282500,282500,279000,279000,279000,272500,279000,282500,299000,297750,299000,299900,299000,299900,299900,299450,299900,305000,299500,315000,299900,302500,325000,335000,339000,339000,347000,349000,335000,329000,329000,329000,329450,334900,329500,335500,339000,330000,329950,339000
"Peru, IN",723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82250,80500,84900,87200,84400,79900,84900,79900,80900,77500,75400,78900,76500,75950,77900,76500,75000,74900,69400,64900,64900,66150,69500,67500,69950,74950,70000,79700,79500,75400,75400,69900,69900,69900,65000,69900,73900,72000,79000,72900,77450,71899,74950
"Coshocton, OH",724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107500,99900,103700,99975,93700,99700,110000,110000,113500,111900,105000,105000,98450,99900,99500,98950,95000,85000,87000,81499,89700,94900,95000,98750,99500,93450,94950,94900,98500,108950,114950,116000,112450,113000,99900,99000,95000,87333,87166.5,89900,93900,98900,114500,114500,119000,116750,109000,95000
"Newton, IA",725,113200,111500,112500,114900,114950,117200,114900,118875,115000,119500,119650,109950,109900,107900,102400,103250,107200,109900,109900,114900,99900,99900,97900,95000,94900,94500,95000,99000,99900,99200,106000,100900,99900,99450,99999.5,99900,109900,108950,110000,110000,110000,109900,109000,107000,104950,104000,106000,109900,106250,99900,99900,105000,105000,104950,110000,110000,105000,107000,99990,99990,99990,102900,1e+05,109000,114400,114400,110000,109900,109250,104900,104900,99900,99900,104950,109450,109900,115000,117450,118700,118950,120550,121100,121800,114900,113525,114950,115000,119900,120000,119900,119900,122750,115000,114950
"Chapmanville, WV",726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,124900,127000,112500,104000,105000,105000,99000,103000,105000,103000,119450,119900,119000,103125,100625,98250,95000,95000,95250,95000,97500,95000,95000,98500,98500,99000,99000
"Bay City, TX",727,167000,173000,169900,169000,168500,169000,168500,168000,168000,164900,160000,159500,159000,159000,149700,144850,145000,149000,148425,144750,147000,151000,149900,153000,152000,167500,168500,168900,160000,168400,164000,166900,166900,166200,170000,175000,166900,166200,160000,170000,173000,170000,179900,175000,170000,175000,170000,172500,171500,169900,169000,173750,188500,185000,169950,169900,172030,176500,179000,182000,173700,174300,185000,194900,189000,187425,192000,194725,191000,195000,198500,195000,187500,177950,184900,185975,189000,199000,199000,199000,194950,199000,215000,215995,219000,206500,197000,197000,199000,196500,199900,201000,199000,202400
"Fremont, NE",728,120000,120000,119000,119000,119000,116200,118750,118000,117250,110000,110000,110000,112750,115500,115500,115500,114750,114000,116000,114950,109950,110000,105000,93250,96900,95000,96500,98500,105000,110000,104950,98875,95000,96000,99998,99700,105000,107000,114975,110000,110000,113950,116950,120000,119900,119900,116000,119900,118500,109999,115450,122700,122250,119900,119900,119950,117750,114995,114500,114900,113900,115000,120000,120000,126900,125000,131200,129900,129000,127000,127700,125000,119500,119750,124200,129900,129900,120000,136400,143500,133750,136000,137900,141000,142450,157050,149900,163500,169000,166000,163500,171000,158950,157500
"Hutchinson, MN",729,136375,139500,139500,139900,139900,139900,139450,139900,135900,139825,138600,129900,129900,122400,129900,129900,129900,129450,124900,121200,122750,118450,116900,109900,109900,109900,104900,113500,113000,114900,119700,118000,119900,117900,109900,114900,114900,109000,105000,109950,119700,119950,114900,110000,111250,118700,119250,114900,124900,119450,139450,139900,139900,139900,149900,144900,144000,140000,138750,134900,135000,135000,134900,134900,139900,139900,140000,142000,139900,143700,139900,139850,139900,140850,155000,159800,155750,149900,149900,149900,154850,150000,155000,145700,154900,164400,159900,168700,164900,167200,164450,163700,160000,163200
"Batesville, AR",730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157750,163950,173500,184900,169500,172200,149900,154900,159900,159900,145000,139900,144000,130000,139900,145000
"Owatonna, MN",731,139900,136450,136900,135400,132000,135450,138450,139900,138450,138450,133450,129400,135000,124900,138000,134900,137500,136900,136200,139000,139000,142500,131900,129900,129900,134900,139900,132450,129900,134900,129900,135450,139450,135000,129900,131200,139900,140450,136000,139900,139900,142000,139900,139450,142700,139900,134900,138000,134900,139900,139900,149900,149900,149950,152700,149900,149000,143200,139900,139999,139900,139900,147450,149900,159900,159900,158499.5,155000,150950,148450,150950,155000,150000,153950,152700,152950,154900,155500,153400,154950,153400,150950,144950,144900,144450,150950,149900,167900,172000,169900,179900,173877,179200,169900
"Vidalia, GA",732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,140500,132000,130000,129900,130000,129350,129800,129900,139900,139900,139900,139250,132900,132000,135000,139900,139900,139900,148000,148000,147950,143500,153700,162450,142000,149000,145950,159900,149900,149900,157000,154450,151625,154000,139000,139000,140500,149900,149900,149900,139450,137250,140000,140450,141000,147500,149900,147500,149500,148500,149900,149500
"Park City, UT",733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075000,1019000,995000,995000,1009000,1049000,1195000,1225000,1347000,1250000,1197000,1125000,1026900,1025000,999000,1029500,1095000,1150000,1262000,1337950,1395000,1375000,1375000,1350000,1295000,1250000,1225000,1235000,1295000,1299000
"Winfield, KS",734,85000,87900,89500,89900,89500,89900,87000,85000,87500,84000,85000,83450,83900,80000,79900,79250,76250,74500,73500,69700,74000,66950,65000,62500,62000,62250,65000,64500,69900,77000,78250,77900,78500,75450,75500,75250,74250,72500,69900,73500,75000,74900,74900,75750,74900,72000,75400,75200,75000,71800,77700,76000,79900,84450,71450,79900,79900,78400,82500,82500,84900,86000,88000,87500,89900,89900,80750,79900,84500,80750,83200,81500,83000,85900,84500,89500,89900,85950,81300,79900,79900,77000,72999,74900,69450,72000,72749.5,76900,79900,89900,91200,92750,92500,92700
"Laramie, WY",735,,,,,,,,,,,,,,,,218950,219900,220950,219900,219000,221700,218250,219450,219900,219900,229900,215000,211000,219000,219000,212850,219900,213450,209250,209000,2e+05,201000,211000,210000,210000,216500,220000,204000,204000,224500,210000,217250,215000,215000,215000,215000,214000,218000,239450,243000,242500,239900,239000,239000,239000,239000,229000,225000,239000,229250,229000,239000,225000,225000,227000,234500,220000,224900,229450,227000,230000,230000,235000,235000,248000,257700,272500,265000,264900,267450,270000,282500,282500,275000,267500,279500,266950,262500,260000
"Plainview, TX",736,,,,,,,,,,,,,,,,,,99700,95500,99500,99700,84950,84900,83100,79900,80600,88900,84900,85225,91500,86800,80000,79900,75600,88900,94900,109750,99950,99500,101900,95250,104450,112500,105875,95000,105250,1e+05,108500,99999.5,115000,110000,110000,109900,106700,108450,103000,99500,97000,98250,104000,105250,105000,109750,106500,119825,121250,125995,120000,129700,122500,119900,121250,122500,119900,119900,113250,115000,112750,111450,110000,104000,108500,103900,108500,93750,92000,95000,101350,107500,109000,110000,109450,118500,121500
"Big Spring, TX",737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128500,119750,123000,119500,99900,105000,115000,102000,99500,115450,129900,129900,141400,139900,139900,139450,138950,130000,132000,132000,132000,134999.5,134700,132300,143950,137900,137900,145000,145000,149900,151000,147500,145000,145000,138000,132450,135000,149000,151000,146000,146000,149900,147500,152500,150000,155000,166500,160000,154500,159900,154000,154000,155000,150000,155000,145000,149000,145000,139900,139000,148500,157000,157000,159200,155900,152250
"Dixon, IL",738,,,,,,,,,,,,,,,,,,,,,,,,,,,98900,99950,98000,110000,115000,115000,104900,104950,114900,99900,99900,99900,92250,99250,97500,99700,99500,105000,114700,109950,107250,105000,99900,99900,105000,105000,109700,107000,109900,109900,106000,104450,99900,99900,104900,99900,101450,109900,109900,108000,107000,109900,105000,105500,105000,105000,105000,105000,110000,114900,112900,112450,119900,119950,119950,119900,115000,115000,109450,105000,109000,115000,117950,115500,116000,115000,115000,115000
"Alexandria, MN",739,239000,221950,220000,219900,225000,225000,229000,229000,229000,225000,224500,219000,209900,2e+05,205000,219900,199999,198950,199000,199000,194900,189900,189900,189900,181900,175000,179900,181900,184825,181000,179450,178900,179900,181450,179075,175000,175000,174900,172950,174900,179000,182900,184900,179000,182500,180900,175000,169000,170000,179000,179900,179900,198000,208940,209450,199900,199800,199900,207900,193750,193500,199400,199400,210000,225000,229000,229900,229500,225595,229650,230000,208500,205450,205400,218900,219000,219450,218000,218450,227250,224900,227000,222400,217000,218900,227950,233950,245000,249950,249900,249900,252500,255500,249900
